orderItemId,orderId,productId,quantity,unitPrice,lineAmount,currency,holaMundo,op,eventTime,seqNum
50737738-23b5-47e3-92aa-e5af680ca21c,629dc19f-1be0-4c1e-8fa1-f034482b2db5,95e796f7-53db-46df-b9a4-5005d182855f,5,697.39,3320.9,EUR,valor_inutil,U,2025-11-07 14:09:55,2
2754bda7-4f5c-49ac-9db4-e5620156e9e8,c54220b3-e2c4-49d7-8ff2-2422ea7e9b19,758619ac-a2f7-4b5a-8616-02186e0c5ce1,1,417.84,439.83,EUR,valor_inutil,U,2025-11-07 02:20:09,2
5aa7869c-b51a-4188-9c26-7e9deccb0649,94504c2b-1d08-4622-8c27-12995f6c459c,c826ce1d-a75e-4fbd-8615-947720314ce5,2,719.94,719.94,EUR,valor_inutil,U,2025-11-07 02:33:16,2
059d5a38-2a19-45d7-a0b4-7a263d4ea83d,780328e0-7bb2-41ee-90da-2b23f8f7d5a2,4406a5cb-a76f-428e-9619-9142fae38e34,3,52.81,111.18,EUR,valor_inutil,U,2025-11-07 23:27:04,2
5652d138-1ef8-49bc-aca7-18cd589615c8,94504c2b-1d08-4622-8c27-12995f6c459c,ad7486e9-f336-4fc1-8cdb-ef420c7c936f,6,365.39,1739.95,eur,valor_inutil,U,2025-11-07 07:57:07,2
69b6fb75-2f3b-4a35-9827-b0b3a5f3380b,47eb73f8-e867-4cb6-913a-1b10a1edef1e,d00e3b9d-96fe-434b-b1c2-5a647aece771,1,126.98,661.88,EUR,valor_inutil,U,2025-11-07 17:27:49,2
fc29d30a-9700-41a3-9d03-88cb2ffbc05b,d4936f95-d8db-4634-8da9-482316b8eb8c,27c1199c-fc3f-457e-8914-41f0cd83b084,4,550.4,1651.2,USD,valor_inutil,U,2025-11-07 11:33:23,2
18bcfcd0-4df4-4e4f-a71d-aaeb5615b8c0,4d1e3d24-b002-4291-a893-17f000ac8a06,87b0d209-c77c-4208-a085-242b09a12469,3,826.36,2361.03,EUR,valor_inutil,U,2025-11-07 07:52:59,2
20a5991f-9e56-47b0-b4ea-d17574b44bed,8691f985-0eec-4a29-a3ac-9ee2b079685f,f5992f6b-25fa-418c-91f4-1f91249e23ee,4,585.91,2232.04,EUR,valor_inutil,U,2025-11-07 07:20:13,2
94d2fb5d-462d-4e7b-9e22-d3341e15d494,71177636-c529-453b-88c0-47d8ae4f5ce9,63b77ae4-42fe-4f67-b954-fdfc1f68bb71,4,427.92,1630.16,EUR,valor_inutil,U,2025-11-07 21:47:19,2
a962ab8c-e47c-4a45-87fa-4651197c6a28,505c69ee-992d-410d-892c-b8cf35ee7adf,947cdffc-e31f-40b9-bc7a-23701bdcd3c4,4,500.0,2105.28,eur,valor_inutil ,U,2025-11-07 22:28:50,2
