paymentId,orderId,paymentMethod,amount,paymentDate,status,op,eventTime,seqNum
e5a37e5b-b154-48bb-b8cf-179da6d64385,708d9f9d-4012-481e-a6f5-7d701f303434,card,929.98,2025-10-25 23:57:58,OK,U,2025-11-07 11:22:09,2
ec7b5afa-251d-4f3f-92b5-b954b51812ab,a6a9ecb3-dc77-4f32-9630-81a06480c501,CASH,1156.82,2025-11-08 12:55:39,OK,U,2025-11-07 22:02:13,2
1e90bc0b-c3c9-4900-8627-932b9a5aff25,3b4abafd-bcf3-4d4c-b91d-c303e6a2ec89,card,803.22,2025-11-07 05:26:48,OK,U,2025-11-07 12:00:50,2
66fbb38b-02a0-46d5-904a-1f85e0ba9f59,86c05a35-eb04-4951-bae3-b2d448780fc9,BIZUM,179.82,2025-11-05 11:38:50,ok,U,2025-11-07 06:26:08,2
ffd94147-3098-4fc1-8c1a-1abc3c7de6b2,e8adae6c-6393-4347-a09b-991d76dedad8,PayPal,616.13,2025-11-01 01:12:33,OK,U,2025-11-07 07:57:01,2
6a430fdb-5e30-4c25-9d01-427559fd7452,8330d6a7-3c6e-42be-9d8b-c5465a175673,Bizum,751.14,2025-11-08 15:06:28,OK,U,2025-11-07 21:27:15,2
a1107892-00bf-4e76-80de-bb4d003e8c3f,e52c47b1-efa5-4bce-a164-5e89c5e4da56,CARD,136.45,2025-11-09 19:02:19,OK,U,2025-11-07 01:14:53,2
0c888837-030e-4c9b-ac1b-4f2ef61d090f,c82db92d-89d8-4255-89bd-8999d8d3ef0c,CARD,1121.04,2025-10-24 00:51:30,OK,U,2025-11-07 17:53:35,2
12eb554f-f4ef-4019-a7bb-34309ad24fd6,1dcb22e8-b820-4e25-b24e-bda51a8fb645,CASH,182.17,2025-11-04 02:59:30,FAILED,U,2025-11-07 16:08:52,2
1db2742d-5567-49d6-a92a-b1e4096e1480,54e0ecd7-8135-4529-bd6a-d39f2c51ba1f,CARD,33.15,2025-10-30 22:42:08,PENDING,U,2025-11-07 08:17:26,2
e675e9a3-ebf2-4984-ab4b-c53c46bbbd16,09abbab8-d510-4b41-b072-348ab1ee45bb,card,1316.55,2025-11-04 01:31:04,OK,U,2025-11-07 18:30:04,2
ed3b5980-3fd2-45bb-b4cd-a3e0a99f1497,09db22e5-964d-4902-954e-9eba71eefedd,card,82.65,2025-11-04 18:43:57,OK,U,2025-11-07 21:33:07,2
0aa29a54-74a6-43be-9dc1-f52764ba0b90,27c872bd-ecc4-427f-a108-072ee2a777d1,Bizum,1333.6,2025-11-05 20:03:15,OK,U,2025-11-07 20:51:00,2
13a4982f-34e6-4fda-9e6b-fd5cb88d9a19,8a9a0895-8a81-430e-ab26-a750e9e72005,CASH,560.8,2025-10-30 08:37:23,ok,U,2025-11-07 20:41:07,2
9b41498b-d58e-42d3-8449-9453f50ffd80,c4ae7410-2f39-4777-bbd3-e3589a69c433,CASH,765.15,2025-10-31 17:16:16,FAILED,U,2025-11-07 17:05:45,2
7b2efc4d-2a59-4844-b62f-ecc7215f3a4e,1eee43d9-c418-4cf9-a66f-3125e6273b76,BIZUM,8.08,2025-11-04 21:13:04,OK,U,2025-11-07 07:33:04,2
c5e4e57f-b4f1-4513-9b77-620a51311efd,626407ae-f34a-406a-b94d-3c69f30bf867,CASH,685.76,2025-11-09 01:34:25,OK,U,2025-11-07 21:03:15,2
43d0ae3c-8849-424a-9f2b-2962d8cafab7,c38eeef3-7a89-4a5c-b712-2d29e2e9a174,Bizum,626.19,2025-11-04 14:31:51,ok,U,2025-11-07 00:16:16,2
49f7118e-51d5-43ad-8c28-2b8d51c6ee26,59fc4bcc-30db-4fbe-a3b7-289ce34e267a,PayPal,313.21,2025-10-30 15:53:18,OK,U,2025-11-07 09:53:39,2
6d48d854-cd2f-4172-8d36-2fdf7b84d800,4bce87fb-295c-462e-b207-cd3b4e8149a9,Bizum,927.4,2025-11-05 18:26:05,FAILED,U,2025-11-07 06:45:26,2
27652c38-a0e4-4018-a29d-a3e427a98f86,08bcc5f1-7c46-487a-a34a-0df0e9f8ca06,card,1534.43,2025-10-24 14:57:13,ok,U,2025-11-07 02:26:30,2
e299bd0a-198f-4f9a-95c1-379dcbf21801,bd9a385e-7351-44c0-b1cc-af02ec03bbee,PayPal,913.88,2025-11-10 19:19:49,OK,U,2025-11-07 12:42:01,2
2da4ec15-7a3b-456d-82f9-83e69672469c,f2fa0b55-f2e9-492b-8e63-2adb67e5863a,card,1258.26,2025-11-06 04:05:38,OK,U,2025-11-07 18:40:46,2
02b2e0e8-0019-4c41-b271-ea6c9faee288,3e9aabd6-e141-4b70-9d60-d6234c7ab112,Bizum,583.41,2025-10-31 08:02:22,OK,U,2025-11-07 01:59:41,2
a2aa6ec3-a21a-4e4e-913a-20b1aa24211a,1b3eb431-dc1a-4b05-bbaf-a6a86836ec31,PayPal,982.3,2025-11-07 06:07:15,OK,U,2025-11-07 07:10:18,2
126f0943-8fe1-4716-a349-54c721dd6090,8c483caf-7394-4b0c-981c-3aff47326f4a,PayPal,173.8,2025-11-05 23:40:57,OK,U,2025-11-07 11:45:59,2
db55004f-7b31-4da3-b88d-2d91aff5d02a,3a6666d2-b5f4-480f-9fee-81cebc0d00d0,BIZUM,51.3,2025-11-08 12:54:17,OK,U,2025-11-07 16:39:49,2
1e1d77a6-ac25-4230-980d-931ac82d6647,48c9bc61-58a9-4cf6-8ea3-9b7a2d5c0dae,card,1012.4,2025-10-26 05:34:39,OK,U,2025-11-07 19:02:58,2
fa806db0-3420-4b53-b154-788981bb08b0,7e305a28-e51d-4e7d-b60e-820fa44a4839,CASH,1277.87,2025-11-03 18:25:30,OK,U,2025-11-07 20:28:05,2
1b2560ca-3f37-497f-b16d-f07576d5e073,d7b4c7ee-8001-4158-a501-55e5c099fc57,PayPal,37.94,2025-11-05 08:46:46,OK,U,2025-11-07 23:06:11,2
