productId,productName,category,unitPrice,currency,productReleaseDate,isDiscontinued,extraField2,op,eventTime,seqNum
9b2e96f3-7b82-4060-8e7b-02ffce8b9298,Running Shoes,Sports,698.85,EUR,2024-08-30,N,,I,2025-11-06 04:04:08,1
f78e4649-3bd4-42c1-a8d2-78ec70659769,Board Game,toys,129.1,EUR,2024-11-23,N,,I,2025-11-06 00:19:22,1
9bd6e4bf-d1ff-49c6-ae2b-df51f103036e,Gym Bag,Sports,362.68,EUR,2024-05-02,N,toBeDropped,I,2025-11-06 17:53:32,1
ddf3418c-a0e6-451c-87b2-acb3667ba025,Running Shoes,Sports ,461.07,EUR,2023-10-15,N,toBeDropped,I,2025-11-06 20:43:19,1
01cc2e05-a943-4216-ad3d-3e1c70cec6b2,Cycling Helmet,sports,523.93,eur,2024-04-07,N,,I,2025-11-06 22:41:09,1
ae08a687-9160-4f68-a5a2-92858ba73639,Action Figure,Electrónica  ,83.41,EUR,2021-12-01,NO,toBeDropped,I,2025-11-06 05:47:01,1
8b497e6d-16d6-49a0-bab0-2a16146cbe55,Vacuum,home,133.14,EUR,2022-12-13,NO,toBeDropped,I,2025-11-06 04:06:46,1
abc8d7de-8106-4f51-a40a-ecf7600ab53c,Printer,Electronics,356.83,EUR,2020-08-03,N,,I,2025-11-06 03:03:40,1
df8e64fd-7fd2-40bb-bb5e-65783bae093d,Bluetooth Speaker,Electronics,406.84,eur,2021-11-11,N,toBeDropped,I,2025-11-06 10:45:01,1
6e340716-6701-4a73-8782-6f12c60416ee,Running Shoes,Sports,788.17,EUR,2022-03-01,Y,toBeDropped,I,2025-11-06 21:59:16,1
1dc48bd6-d71c-4ff7-913f-f43d305745f3,  Running Shoes ,Sports,290.23,EUR,2023-05-23,N,toBeDropped,I,2025-11-06 22:38:44,1
cc20860a-6353-4686-bf8e-bb6b179d0662,Tablet,electronics,39.16,EUR,2023-02-14,Y,toBeDropped,I,2025-11-06 17:58:41,1
408d3676-9764-4f48-aed5-869b2a3c818e,Kettle,home,299.25,eur,2022-11-13,N,,I,2025-11-06 00:48:54,1
40ac152a-30b8-4a24-8894-9b51f849517e,Smartwatch,Electronics,399.55,EUR,2020-08-17,N,,I,2025-11-06 16:08:03,1
fb0d7f8b-a2d0-438e-904f-b3060910eb74,Coche Teledirigido,Juguetes,731.12,EUR,2021-08-08,Y,toBeDropped,I,2025-11-06 06:46:21,1
a0d61ce5-658d-4a43-b9f5-09600d711522,Printer,Electronics,92.59,EUR,2020-12-08,N,toBeDropped,I,2025-11-06 06:17:54,1
c826ce1d-a75e-4fbd-8615-947720314ce5,Plancha,Hogar,719.94,EUR,2024-05-14,N,,I,2025-11-06 03:19:40,1
8e86adfc-7c86-4fa4-b54f-83cf8084d0de,  Vacuum,home,413.24,EUR,2022-03-28,N,,I,2025-11-06 11:37:32,1
3b6f20e0-daf7-44d6-bfe4-a5f120e209be,Cacerola,Hogar,264.91,USD,2022-12-08,N,,I,2025-11-06 19:45:53,1
0fbe63fb-3b12-41d5-b39f-c2dfad3e8ea0, Gym Bag  ,Sports,,EUR,2021-08-10,N,,I,2025-11-06 04:42:07,1
b6746a8c-8f93-47ab-a064-bc37ee1e769f,Gym Bag,Sports,458.95,EUR,2020-06-21,N,,I,2025-11-06 20:42:54,1
c266e753-0617-484f-a7cf-c0726ab62251,Plancha,Hogar,596.73,EUR,2021-05-17,N,toBeDropped,I,2025-11-06 15:20:26,1
38fcfb4d-1e9c-4d7b-b44d-d0fc7e0b17ac,Puzzle, toys ,535.41,USD,2021-03-12,N,,I,2025-11-06 16:10:43,1
